"year","filename","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total","flag"
"2010","12.pdf","CHECK","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","13.pdf","Greenling.sp..........","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","13.pdf","Lingcod","landings","0","0","0","0","661","696","331","875","1086","905","711","0","5265",""
"2010","13.pdf","Rockfish, black","landings","0","0","0","0","0","145","0","0","15","0","0","0","160",""
"2010","13.pdf","Rockfish, blue","landings","0","0","0","0","0","28","0","0","0","0","0","0","28",""
"2010","13.pdf","Salmon, chinook","landings","0","0","0","0","10","0","0","42","43","0","0","0","95",""
"2010","13.pdf","Salmon, coho","landings","0","0","0","0","0","0","0","1495","181","0","0","0","1676",""
"2010","13.pdf","Salmon, pink","landings","0","0","0","0","0","0","0","3","0","0","0","0","3",""
"2010","13.pdf","Tuna, albacore","landings","0","0","0","0","0","219","9600","2091","308","0","0","0","12218",""
"2010","13.pdf","CRUSTACEANS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","13.pdf","Crab, Dungeness, ocean","landings","7331","787","4274","1278","1774","1132","206","275","0","0","0","0","17057",""
"2010","14.pdf","Cabezon...............","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","14.pdf","Flounder, arrowtooth","landings","22496","32575","3241","27708","31292","14141","29223","10533","10596","60010","54431","8426","304672",""
"2010","14.pdf","Grenadier","landings","0","0","0","0","0","0","0","202","0","0","0","0","202",""
"2010","14.pdf","Gunnel sp","landings","0","0","0","0","0","0","1","0","0","0","0","0","1",""
"2010","14.pdf","Halibut, Pacific","landings","0","0","0","0","2707","62177","31467","16026","76","68","0","0","112521",""
"2010","14.pdf","Herring, Pacific","landings","0","0","0","0","0","234","59","29","170","0","0","0","492",""
"2010","14.pdf","Lingcod","landings","224","2543","66","397","1513","2943","8363","3445","3048","4680","2234","63","29519",""
"2010","14.pdf","Mackerel, jack","landings","0","0","0","0","0","462","3521","0","0","2163","0","0","6146",""
"2010","14.pdf","Mackerel, Pacific","landings","0","0","0","0","0","2607","873","0","0","0","0","0","3480",""
"2010","14.pdf","Ragfish","landings","0","0","0","0","0","0","0","0","0","226","0","0","226",""
"2010","14.pdf","Ratfish","landings","0","0","0","0","0","13","7","0","0","0","0","0","20",""
"2010","14.pdf","Pacific Ocean perch","landings","6568","3660","28","6872","3573","788","2174","6613","2776","4402","1274","2348","41076",""
"2010","14.pdf","Rockfish, black","landings","0","0","0","240","283","814","477","1914","1903","1214","0","0","6845",""
"2010","14.pdf","Rockfish, blue","landings","0","0","0","0","0","6","0","13","138","129","0","0","286",""
"2010","14.pdf","Rockfish, canary","landings","0","0","0","0","468","225","671","16","0","0","0","0","1380",""
"2010","14.pdf","Rockfish, darkblotched","landings","6720","6960","308","12367","595","464","359","3371","1450","1476","3669","1015","38754",""
"2010","14.pdf","Rockfish, widow","landings","0","16","0","46","56","350","11390","0","51","3","0","0","11912",""
"2010","14.pdf","Rockfish, yelloweye","landings","0","0","0","0","0","0","25","0","0","0","0","0","25",""
"2010","14.pdf","Rockfish, yellowtail","landings","0","0","0","137","6155","1974","4939","324","108","80","0","0","13717",""
"2010","14.pdf","Rockfish, Shelf","landings","20","0","0","0","129","11","12","0","0","0","0","0","172",""
"2010","14.pdf","Rockfish, Slope","landings","3453","1540","142","8488","10087","7089","1079","7376","4535","7698","6043","1275","58805",""
"2010","14.pdf","Thornyhead, longspine","landings","47","7472","1101","9354","17202","3954","761","7039","1352","11187","18719","308","78496",""
"2010","14.pdf","Thornyhead, shortspine","landings","4707","19020","4553","56032","60728","50649","14148","65515","38821","49783","51009","9301","424266",""
"2010","14.pdf","Sablefish","landings","26203","63337","18437","119111","184642","343114","310780","224623","127150","184948","126873","63242","1792460",""
"2010","14.pdf","Salmon, chinook","landings","0","0","0","5286","25740","35500","10499","8497","1322","1453","0","0","88297",""
"2010","14.pdf","Salmon, coho","landings","0","0","0","0","0","8","0","11749","2095","0","0","0","13852",""
"2010","14.pdf","Salmon, pink","landings","0","0","0","0","3","7","5","6","0","0","0","0","21",""
"2010","14.pdf","Sanddab, Pacific","landings","0","0","0","0","216","225","1110","0","0","0","0","0","1551",""
"2010","14.pdf","Sardine, Pacific","landings","0","0","0","0","0","2370","3","0","0","0","0","0","2373",""
"2010","14.pdf","Shad..American........0","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","14.pdf","Shark, blue0","landings",NA,"0","0","0","098","167",NA,"0","0","25","0","0290","","CHECK"
"2010","14.pdf","Shark, spiny dogfish0","landings",NA,"0","0","0","0495","325",NA,"0","0","228","0","01048","","CHECK"
"2010","14.pdf","Shark, other sp0","landings",NA,"0","0","0","0222","0",NA,"0","0","126","0","0348","","CHECK"
"2010","14.pdf","Skates and rays13056","landings",NA,"30088","2862","31002","2813321789","71527",NA,"46929","23857","24331","20875","9160323609","","CHECK"
"2010","14.pdf","Sole, Dover57467","landings",NA,"167597","159155","329293","228107141561","147998",NA,"275211","163563","288868","271082","796912309593","","CHECK"
"2010","14.pdf","Sole, English175","landings",NA,"1488","20","77","6297","11864",NA,"5107","3630","540","18","7623154","","CHECK"
"2010","14.pdf","Sole, petrale55812","landings",NA,"47437","324","622","1740","56526",NA,"19925","9007","6274","13549","35695245345","","CHECK"
"2010","14.pdf","Sole, rex3646","landings",NA,"6356","3485","6515","87956957","3580",NA,"10491","5559","8611","6498","215072643","","CHECK"
"2010","14.pdf","Sole, rock0","landings",NA,"0","0","0","00","26",NA,"10","0","0","0","036","","CHECK"
"2010","14.pdf","Tuna, albacore0","landings",NA,"0","0","0","034765","1296960",NA,"2104651","1000586","359095","0","04796057","","CHECK"
"2010","14.pdf","Whiting, Pac (hake)0","landings",NA,"0","0","0","0  19385930  25218907",NA,NA,"0","0","2664615","0","0  47269452","","CHECK"
"2010","14.pdf","Wolf-eel0","landings",NA,"0","6","40","910","0",NA,"0","0","10","0","0147","","CHECK"
"2010","14.pdf","CRUSTACEANS:","landings",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","CHECK"
"2010","14.pdf","Crab, box0","landings",NA,"0","0","0","076","0",NA,"0","0","0","0","076","","CHECK"
"2010","14.pdf","Crab, Dungeness, bay0","landings",NA,"0","0","0","00","0",NA,"0","1644","3333","491","4065874","","CHECK"
"2010","14.pdf","Crab, Dungeness, ocean  2123915","landings",NA,"420737","348983","93947","8835738174","16609",NA,"13046","0","1400","1835","30587346205737","","CHECK"
"2010","14.pdf","Crab, rock85","landings",NA,"0","0","28","309175","181",NA,"98","0","100","398","3001674","","CHECK"
"2010","14.pdf","Shrimp, coonstripe0","landings",NA,"0","0","0","00","0",NA,"7","0","0","0","07","","CHECK"
"2010","14.pdf","Shrimp, pink0","landings",NA,"0","0","570574","10127751305067","1013627",NA,"1674711","1511491","148322","0","07236567","","CHECK"
"2010","14.pdf","Shrimp, spot0","landings",NA,"0","0","0","00","749",NA,"116","0","0","110","0975","","CHECK"
"2010","14.pdf","MOLLUSKS:","landings",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","CHECK"
"2010","14.pdf","Clams, butter0","landings",NA,"0","0","0","00","0",NA,"0","0","87","0","087","","CHECK"
"2010","14.pdf","Clams, cockle0","landings",NA,"0","0","0","00","0",NA,"0","0","94","190","0284","","CHECK"
"2010","14.pdf","Clams, gaper0","landings",NA,"0","0","0","00","0",NA,"219","0","56","228","0503","","CHECK"
"2010","14.pdf","Octopus0","landings",NA,"110","10","240","00","99",NA,"27","0","0","0","100586","","CHECK"
"2010","14.pdf","Squid, Market0","landings",NA,"0","0","0","00","10",NA,"0","0","0","0","010","","CHECK"
"2010","14.pdf","Squid, other sp0","landings",NA,"0","0","0","00","232",NA,"0","3506","176850","0","0180588","","CHECK"
"2010","15.pdf","CHECK","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","15A.pdf","CHECK","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","16.pdf","Halibut..Pacific......","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","16.pdf","Rockfish, yellowtail","landings","0","0","0","0","0","33","0","0","0","0","0","0","33",""
"2010","16.pdf","Salmon, chinook","landings","0","0","0","206","667","284","18","51","15","0","0","0","1241",""
"2010","16.pdf","Salmon, coho","landings","0","0","0","0","0","0","0","249","419","0","0","0","668",""
"2010","16.pdf","Tuna, albacore","landings","0","0","0","0","0","0","11649","12142","24151","0","0","0","47942",""
"2010","16.pdf","CRUSTACEANS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","16.pdf","Crab, Dungeness, bay","landings","0","0","0","0","0","0","0","0","456","0","0","0","456",""
"2010","16.pdf","Crab, Dungeness, ocean","landings","1257","222","515","1176","3141","1661","3613","5486","0","0","0","499","17570",""
"2010","16.pdf","Shrimp, ghost","landings","0","0","158","86","148","190","98","102","52","0","0","0","834",""
"2010","17.pdf","Anchovy..northern.....","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","17.pdf","Halibut, Pacific","landings","0","0","0","0","35","2226","5693","782","0","0","0","0","8736",""
"2010","17.pdf","Herring, Pacific","landings","0","0","0","0","0","9800","3600","0","0","0","0","0","13400",""
"2010","17.pdf","Lingcod","landings","0","0","0","0","342","101","360","13","225","0","0","0","1041",""
"2010","17.pdf","Rockfish, black","landings","0","0","0","0","0","0","11","7","68","2","14","0","102",""
"2010","17.pdf","Rockfish, widow","landings","0","0","0","0","0","9","0","0","9","0","0","0","18",""
"2010","17.pdf","Rockfish, yellowtail","landings","0","0","0","0","7","121","0","0","0","0","0","0","128",""
"2010","17.pdf","Sablefish","landings","0","0","0","0","0","10344","9033","649","0","0","0","0","20026",""
"2010","17.pdf","Salmon, chinook","landings","0","0","0","504","903","3320","2406","9006","670","59","0","0","16868",""
"2010","17.pdf","Salmon, coho","landings","0","0","0","0","0","0","0","2924","159","0","0","0","3083",""
"2010","17.pdf","Sardine, Pacific","landings","0","0","0","0","0","800","4200","0","400","0","0","0","5400",""
"2010","17.pdf","Sole, Dover","landings","0","0","0","0","0","0","0","0","23","0","0","0","23",""
"2010","17.pdf","Sole, petrale","landings","0","0","0","0","0","0","0","0","18","0","0","0","18",""
"2010","17.pdf","Surfperch spp","landings","0","0","0","0","0","170","0","0","0","0","0","0","170",""
"2010","17.pdf","Tuna, albacore","landings","0","0","0","0","0","5407","71519","11250","24999","2851","0","0","116026",""
"2010","17.pdf","CRUSTACEANS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","17.pdf","Crab, Dungeness, bay","landings","0","0","0","0","0","0","0","0","0","0","37","0","37",""
"2010","17.pdf","Crab, Dungeness, ocean","landings","187699","77202","88169","23082","32517","5830","6350","2761","0","0","0","142991","566601",""
"2010","17.pdf","Shrimp, ghost","landings","0","0","1","4","0","0","0","0","0","0","0","0","5",""
"2010","17.pdf","MOLLUSKS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","17.pdf","Clams, softshell","landings","0","0","10","0","0","0","0","0","0","0","285","0","295",""
"2010","18.pdf","Cabezon...............","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","18.pdf","Cod, Pacific","landings","0","0","0","0","0","0","0","0","0","12","3","0","15",""
"2010","18.pdf","Dolphinfish","landings","0","0","0","0","0","0","0","0","17","0","0","0","17",""
"2010","18.pdf","Flounder, arrowtooth","landings","80050","48652","17911","42147","16302","29076","6116","16771","13907","91056","72517","22634","457139",""
"2010","18.pdf","Flounder, starry","landings","0","0","0","0","0","0","0","0","0","0","25","0","25",""
"2010","18.pdf","Grenadier","landings","1088","1","2195","7352","5137","430","118","15104","13112","4190","753","0","49480",""
"2010","18.pdf","Hagfish sp","landings","0","5247","18320","46715","40894","45636","58972","62236","96670","38029","46605","0","459324",""
"2010","18.pdf","Halibut, Pacific","landings","0","0","0","0","1177","32817","18804","15566","12","0","0","0","68376",""
"2010","18.pdf","Herring, Pacific","landings","0","0","0","0","0","9","0","0","0","0","0","0","9",""
"2010","18.pdf","Lingcod","landings","5693","3839","136","323","5241","8086","3606","2923","4563","3259","8891","2097","48657",""
"2010","18.pdf","Mackerel, jack","landings","0","0","0","0","0","13","261","0","0","0","0","0","274",""
"2010","18.pdf","Mackerel, Pacific","landings","0","0","0","0","0","1925","0","0","0","0","0","0","1925",""
"2010","18.pdf","Opah","landings","0","0","0","0","0","0","0","0","0","23","0","0","23",""
"2010","18.pdf","Ratfish","landings","0","0","0","0","0","2","0","0","0","0","0","0","2",""
"2010","18.pdf","Pacific Ocean perch","landings","697","1214","2085","59","30","61","10","69","129","365","1146","141","6006",""
"2010","18.pdf","Rockfish, black","landings","0","0","0","0","26","65","157","521","550","291","27","0","1637",""
"2010","18.pdf","Rockfish, canary","landings","0","0","0","8","7","125","9","16","68","10","21","0","264",""
"2010","18.pdf","Rockfish, darkblotched","landings","10816","16980","3102","4857","1021","6712","736","4765","1822","6391","9107","2213","68522",""
"2010","18.pdf","Rockfish, tiger","landings","0","0","0","0","0","0","0","0","11","0","0","0","11",""
"2010","18.pdf","Rockfish, vermillion","landings","0","0","0","0","87","85","27","63","108","0","0","0","370",""
"2010","18.pdf","Rockfish, widow","landings","0","196","42","0","8","69","29","0","36","2","22","15","419",""
"2010","18.pdf","Rockfish, yelloweye","landings","0","0","0","0","10","24","0","542","15","0","4","0","595",""
"2010","18.pdf","Rockfish, yellowtail","landings","0","0","0","44","383","310","524","515","97","230","7","0","2110",""
"2010","18.pdf","Rockfish, Nearshore","landings","0","0","0","0","28","0","21","23","1","0","0","0","73",""
"2010","18.pdf","Rockfish, Shelf","landings","3","14","9","1","47","186","63","25","1422","222","54","0","2046",""
"2010","18.pdf","Rockfish, Slope","landings","1430","300","1046","1199","466","1972","496","1396","561","1576","3864","500","14806",""
"2010","18.pdf","Thornyhead, longspine","landings","24350","9084","28698","15467","10686","31711","36299","39370","27912","30088","18393","8198","280256",""
"2010","18.pdf","Thornyhead, shortspine","landings","14553","8548","13813","13811","15117","24648","16207","24805","17671","35717","24658","7823","217371",""
"2010","18.pdf","Sablefish","landings","57475","35638","76511","65155","111620","243535","98842","136450","161586","145766","114776","52239","1299593",""
"2010","18.pdf","Salmon..chinook.......0","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","18.pdf","Salmon, coho0","landings",NA,"0","0","0","0","0","13","12169","556","0","0","0","12738",""
"2010","18.pdf","Salmon, pink0","landings",NA,"0","0","0","7","0","0","16","0","0","0","0","23",""
"2010","18.pdf","Sanddab, Pacific0","landings",NA,"0","0","104","18632","30310","8726","7118","3903","1253","549","0","70595",""
"2010","18.pdf","Sardine, Pacific0","landings",NA,"0","0","0","0","716","0","0","0","0","0","0","716",""
"2010","18.pdf","Shad, American0","landings",NA,"0","0","0","0","42","6","0","0","0","0","0","48",""
"2010","18.pdf","Shark, blue0","landings",NA,"0","0","0","0","0","124","241","7","0","0","0","372",""
"2010","18.pdf","Shark, sixgill0","landings",NA,"0","0","0","0","84","0","0","0","0","0","0","84",""
"2010","18.pdf","Shark, soupfin0","landings",NA,"0","0","0","0","20","0","7","0","62","0","0","89",""
"2010","18.pdf","Shark, spiny dogfish0","landings",NA,"0","0","0","0","35","13","0","0","0","0","0","48",""
"2010","18.pdf","Shark, other sp0","landings",NA,"0","0","0","0","0","403","459","0","0","0","0","862",""
"2010","18.pdf","Skates and rays73831","landings",NA,"50213","25614","24150","53143","63483","23518","23912","30050","65093","82346","25233","540586",""
"2010","18.pdf","Sole, Dover296619","landings",NA,"324508","383106","180031","88269","139846","119318","206281","259341","577752","397210","129259","3101540",""
"2010","18.pdf","Sole, English18493","landings",NA,"10211","492","1941","22566","35432","7914","9196","14408","8371","9421","4309","142754",""
"2010","18.pdf","Sole, flathead0","landings",NA,"0","0","0","0","8","0","0","0","0","0","0","8",""
"2010","18.pdf","Sole, petrale330084","landings",NA,"115407","9217","3997","40984","45010","18614","21836","8755","33612","60233","68660","756409",""
"2010","18.pdf","Sole, rex29392","landings",NA,"18166","14650","12969","6801","13961","5901","17942","16575","30227","42447","14019","223050",""
"2010","18.pdf","Sole, rock0","landings",NA,"0","0","0","4","0","0","0","0","2","0","0","6",""
"2010","18.pdf","Sole, sand0","landings",NA,"0","0","0","0","0","0","284","0","0","104","0","388",""
"2010","18.pdf","Tuna, albacore0","landings",NA,"0","0","0","0","18430","558484","584236","696673","292695","0","0","2150518",""
"2010","18.pdf","Whiting, Pac (hake)0","landings",NA,"0","0","0","0","2155850","2815063","0","0","0","0","0","4970913",""
"2010","18.pdf","Wolf-eel0","landings",NA,"0","0","0","10","66","17","0","0","0","0","0","93",""
"2010","18.pdf","CRUSTACEANS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","18.pdf","Crab, box0","landings",NA,"0","622","0","1398","185","0","0","0","0","0","0","2205",""
"2010","18.pdf","Crab, Dungeness, bay0","landings",NA,"0","0","0","0","0","0","0","562","943","944","0","2449",""
"2010","18.pdf","Crab, Dungeness, ocean  1220424","landings",NA,"362767","343863","102144","80094","28760","11050","4533","1477","0","0","1284921","3440033",""
"2010","18.pdf","Crab, other0","landings",NA,"0","0","0","0","0","0","0","0","0","0","1","1",""
"2010","18.pdf","Shrimp, ghost213","landings",NA,"219","150","120","1140","929","255","220","237","126","50","152","3811",""
"2010","18.pdf","Shrimp, pink0","landings",NA,"0","0","704092","978953","1472745","1856707","1512452","1239560","275033","0","0","8039542",""
"2010","18.pdf","Shrimp..spot..........","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","18.pdf","MOLLUSKS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","18.pdf","Clam, Varnish","landings","0","0","0","0","0","0","0","0","0","0","0","50","50",""
"2010","18.pdf","Clams, butter","landings","0","0","0","0","0","0","0","0","4","0","0","200","204",""
"2010","18.pdf","Clams, cockle","landings","131","1091","1447","1932","398","2278","1859","603","2825","1858","3370","921","18713",""
"2010","18.pdf","Clams, gaper","landings","0","0","0","0","0","0","0","0","169","0","60","1197","1426",""
"2010","18.pdf","Clams, Nat Littleneck","landings","0","0","0","0","0","0","0","0","0","0","0","20","20",""
"2010","18.pdf","Clams, softshell","landings","0","0","0","0","0","0","0","0","0","0","0","25","25",""
"2010","18.pdf","Octopus","landings","0","0","0","27","0","65","0","0","0","42","0","0","134",""
"2010","18.pdf","Squid, Market","landings","368","0","0","0","0","0","0","312","308","0","0","0","988",""
"2010","18.pdf","Squid, other sp","landings","0","0","0","0","0","0","1","0","134","2789","8543","644","12111",""
"2010","18.pdf","OTHER INVERTEBRATES:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","18.pdf","Sea anemone","landings","0","0","0","0","0","0","0","0","0","0","0","1","1",""
"2010","18.pdf","Sea stars","landings","0","0","0","0","0","0","0","0","0","0","0","9","9",""
"2010","18.pdf","Sea urchin, red","landings","0","0","0","0","0","53413","7495","0","0","0","0","0","60908",""
"2010","19.pdf","Cabezon...............","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","19.pdf","Greenling sp","landings","0","0","0","0","0","7","18","0","0","0","1","0","26",""
"2010","19.pdf","Lingcod","landings","0","0","0","0","0","0","27","172","32","0","0","0","231",""
"2010","19.pdf","Rockfish, black","landings","0","0","0","0","0","78","288","634","325","0","10","0","1335",""
"2010","19.pdf","Rockfish, blue","landings","0","0","0","0","0","0","0","5","0","0","0","0","5",""
"2010","19.pdf","Rockfish, Nearshore","landings","0","0","0","0","0","0","2","0","0","0","0","0","2",""
"2010","19.pdf","Rockfish, Slope","landings","0","0","0","0","0","0","0","21","0","0","0","0","21",""
"2010","19.pdf","Salmon, chinook","landings","0","0","0","386","840","426","1571","167","0","0","0","0","3390",""
"2010","19.pdf","Tuna, albacore","landings","0","0","0","0","0","0","3273","0","0","0","0","0","3273",""
"2010","19.pdf","CRUSTACEANS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","19.pdf","Shrimp, pink","landings","0","0","0","6856","0","0","0","0","0","0","0","0","6856",""
"2010","20.pdf","Cabezon...............","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","20.pdf","Flounder, arrowtooth","landings","0","2","110","98","36","396","138","248","114","191","15","0","1348",""
"2010","20.pdf","Greenling sp","landings","550","313","1205","1967","3090","1525","1518","4817","5907","1171","858","0","22921",""
"2010","20.pdf","Halibut, Pacific","landings","0","0","0","0","0","1140","4775","6006","0","0","0","0","11921",""
"2010","20.pdf","Lingcod","landings","0","0","0","0","5857","3797","3591","5994","6051","3896","3765","0","32951",""
"2010","20.pdf","Pacific Ocean perch","landings","0","0","0","0","0","0","10","175","189","56","2","0","432",""
"2010","20.pdf","Rockfish, black","landings","2539","1192","3737","5538","13889","9620","9621","12906","18343","10702","449","0","88536",""
"2010","20.pdf","Rockfish, blue","landings","9","0","90","72","80","48","133","433","826","804","0","0","2495",""
"2010","20.pdf","Rockfish, darkblotched","landings","54","14","257","318","47","663","500","1989","4482","3967","205","0","12496",""
"2010","20.pdf","Rockfish, tiger","landings","3","3","0","0","14","130","24","20","6","10","14","0","224",""
"2010","20.pdf","Rockfish, vermillion","landings","12","20","107","128","315","300","191","676","529","86","239","0","2603",""
"2010","20.pdf","Rockfish, widow","landings","0","0","0","48","2","7","10","20","41","0","0","0","128",""
"2010","20.pdf","Rockfish, yellowtail","landings","0","0","2","87","38","43","8","82","96","33","9","0","398",""
"2010","20.pdf","Rockfish, Nearshore","landings","256","133","370","285","1381","2010","1216","2857","2426","857","555","0","12346",""
"2010","20.pdf","Rockfish, Shelf","landings","0","0","2","13","0","45","6","22","14","7","12","0","121",""
"2010","20.pdf","Rockfish, Slope","landings","80","0","575","3209","377","1992","398","220","1291","739","207","0","9088",""
"2010","20.pdf","Thornyhead, longspine","landings","0","0","0","0","0","1","0","0","0","0","0","0","1",""
"2010","20.pdf","Thornyhead, shortspine","landings","2","0","12","80","0","27","0","10","7","2","0","0","140",""
"2010","20.pdf","Sablefish","landings","2218","1754","14641","41211","11534","81000","36945","42101","62454","38797","13776","0","346431",""
"2010","20.pdf","Salmon, chinook","landings","0","0","0","5573","2938","6642","3745","7676","390","6148","9508","49","42669",""
"2010","20.pdf","Salmon, coho","landings","0","0","0","0","0","0","0","1112","558","0","0","0","1670",""
"2010","20.pdf","Sanddab, Pacific","landings","0","0","0","0","0","0","0","1","0","0","0","0","1",""
"2010","20.pdf","Shark, blue","landings","0","0","0","0","0","0","22","0","23","0","0","0","45",""
"2010","20.pdf","Shark, soupfin","landings","0","0","0","0","0","0","0","0","0","24","0","0","24",""
"2010","20.pdf","Shark, spiny dogfish","landings","0","0","0","0","0","0","0","0","0","882","1350","0","2232",""
"2010","20.pdf","Skates and rays","landings","179","0","355","561","185","364","459","445","985","854","324","0","4711",""
"2010","20.pdf","Sole, Dover","landings","0","0","8","66","44","66","50","53","5","19","6","0","317",""
"2010","20.pdf","Sole, sand","landings","0","0","0","0","0","2","0","1","5","0","0","0","8",""
"2010","20.pdf","Tuna, albacore","landings","0","0","0","0","0","2425","15260","4056","4964","0","0","0","26705",""
"2010","20.pdf","Wolf.eel..............","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","20.pdf","CRUSTACEANS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","20.pdf","Crab, Dungeness, ocean","landings","289109","61337","77617","27908","22265","8587","4380","5446","0","641","497","270905","768692",""
"2010","20.pdf","Shrimp, spot","landings","0","0","0","0","0","0","0","131","0","0","0","0","131",""
"2010","20.pdf","MOLLUSKS:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","20.pdf","Abalone, flat","landings","0","30","415","71","542","285","0","0","0","0","0","0","1343",""
"2010","20.pdf","Octopus","landings","0","46","0","68","69","0","0","20","0","0","0","0","203",""
"2010","20.pdf","OTHER INVERTEBRATES:","landings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2010","20.pdf","Sea urchin, red","landings","9491","11042","38484","22596","53972","913","0","773","0","34453","74625","7890","254239",""
"2010","21.pdf","Cabezon...............","landings","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK","CHECK"
"2010","21.pdf","Greenling sp","landings","740","314","1210","1057","2684","1291","884","2117","2353","393","1242","0","14285",""
