Licenses,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Restricted Species Permit - Native Species Exhibiting,$       299.00,$       311.75,$        322.25,$       324.75,$       335.50,$        340.50,$        357.75,$        381.25,$        397.50,$        422.25
Restricted Species Permit - Nuisance Bird Abatement (R),N/A,N/A,N/A,N/A,$        335.50,$       340.50,$        357.75,$        381.25,$        397.50,$        422.25
Restricted Species Permit - Nuisance Bird Abatement (NR),N/A,N/A,N/A,N/A,$       671.25,$        681.25,$        715.75,$        762.75,$        795.25,$        844.50
"Restricted Species Permit - Research, Detrimental",$       299.00,$        311.75,$        322.25,$       324.75,$        335.50,$        340.50,$        357.75,$       381.25,$        397.50,$        422.25
Restricted Species Permit - Shelter,$         35.75,$         37.25,$          38.50,$          38.75,$          40.00,$         40.50,$          42.50,$          45.25,$          47.25,$          50.25
Restricted Species Permit - Single Event Breeding,$         35.75,$         37.25,$         38.50,$          38.75,$          40.00,$         40.50,$          42.50,$          45.25,$         47.25,$          50.25
Scientific Collecting Permit (R),$         43.50,$         45.25,$         46.75,$          47.25,$          48.75,$         49.50,$          52.00,$         55.50,$          57.75,$         61.25
Scientific Collecting Permit (NR),$        145.00,$       151.25,$       156.25,$        157.50,$        162.75,$       165.25,$        173.50,$        185.00,$       193.00,$       205.00
Scientific Collecting Permit (Student),$          14.50,$          15.00,$          15.50,$         15.75,$         16.25,$         16.50,$          17.25,$         18.50,$          19.25,$         20.50
Suction Dredge - Inspection Fee (R),$        137.25,$        143.00,$        147.75,$        149.00,$       154.00,$        156.50,$        164.50,$       175.25,$       182.75,$       194.00
Suction Dredge - Inspection Fee (NR),$        157.25,$        164.00,$        169.50,$        170.75,$        176.50,$        179.00,$        188.00,$        200.50,$        209.00,$        222.00
Suction Dredge - Standard (R),$          33.25,$          34.75,$         36.00,$          36.25,$          37.50,$         38.00,$         40.00,$         42.50,$          44.25,$         47.00
Suction Dredge - Standard (NR),$        131.25,$        136.75,$        141.25,$       142.50,$       147.25,$        149.50,$        157.00,$        167.25,$        174.50,$        185.25
Trapping License (Junior),$          24.25,$         25.25,$          26.00,$          26.25,$          27.25,$         27.75,$          29.25,$         31.25,$         32.50,$          34.50
Trapping License (R),$          72.25,$          75.25,$          77.75,$          78.50,$          81.25,$          82.50,$          86.75,$         92.50,$         96.50,$        102.50
Trapping License (NR),$       363.25,$        378.75,$        391.50,$        394.75,$        408.00,$        414.25,$        435.25,$       463.75,$        483.50,$       513.50
