Licenses,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Non-Resident Wild Pig Tag,"$          23,091","$           26,954","$           30,382","$          27,865","$           61,000","$          65,924","$           72,899","$           67,192","$          62,805","$          56,952"
Lifetime Wild Pig Tags,Not  Avail.,Not  Avail.,Not  Avail.,Not  Avail.,"$           11,428","$          12,696","$           14,499","$           15,951","$          17,133","$           18,568"
Sub Total - Wild Pig Tags,"$        343,986","$        375,464","$        421,892","$        407,877","$        756,428","$        801,471","$        877,110","$        848,959","$        922,370","$        933,276"
"",,,,,,,,,,
Bobcat Hunting Tags (Book of 5),"$           21,535","$          23,790","$          25,366","$           25,476","$           27,293","$          29,061","$           34,032","$           40,991","$          42,347","$          45,794"
Bobcat Shipping Tags,$               683,$                732,"$             1,337","$             1,575","$             2,679","$             3,073","$            2,709","$            2,403","$            2,010","$             1,419"
Sub Total - Bobcat Tags,"$          22,218","$          24,521","$          26,703","$          27,051","$          29,971","$          32,133","$          36,741","$          43,394","$          44,357","$          47,213"
Duck Validation,"$        782,970","$        744,370","$       715,510","$       697,000","$        925,937","$        912,830","$        992,513","$     1,085,648","$     1,101,760","$     1,169,022"
Lifetime Duck Validation,Not  Avail.,Not  Avail.,Not  Avail.,Not  Avail.,"$           14,770","$          16,670","$          18,760","$          20,670","$           22,310","$          24,030"
Waterfowl Reservation Application,"$        631,212","$       647,558","$        599,008","$        639,242","$        833,903","$        872,765","$        893,331","$        973,311","$        921,606","$        950,628"
1-Day Type A Wildlife Area Permit,"$        181,008","$       165,363","$       153,959","$       478,296","$       494,222","$        474,782","$        525,292","$        581,805","$        606,524","$       601,545"
2-Day Type A Wildlife Area Pass,"$        345,780","$       343,786","$        332,670","$           86,674","$           76,815","$           70,081","$           74,908","$           77,945","$          85,333","$           94,991"
Type A Wildlife Area Season Pass,"$        345,281","$        325,117","$        283,002","$       296,805","$        335,327","$        362,203","$       379,517","$       431,037","$       437,618","$        511,808"
Type B Wildlife Area Season Pass,"$           43,000","$           37,700","$          38,626","$           39,049","$          40,460","$           37,914","$           46,153","$           48,058","$           44,530","$           39,688"
Upland Game Bird Validation,"$     1,142,353","$    1,223,676","$     1,261,500","$     1,230,675","$     1,236,710","$     1,234,974","$     1,308,744","$     1,395,444","$     1,392,938","$    1,438,464"
Lifetime Upland Game Bird Validation,Not  Avail.,Not  Avail.,Not  Avail.,Not  Avail.,"$             9,194","$           10,788","$          12,150","$           13,225","$           14,250","$          15,275"
Sub Total - Game Bird Hunting,"$     3,471,604","$     3,487,569","$     3,384,274","$     3,467,740","$     3,967,335","$     3,993,006","$     4,251,368","$     4,627,142","$     4,626,867","$     4,845,450"
"",,,,,,,,,,
TOTAL HUNTING,"$   16,485,992","$  17,214,795","$   17,607,955","$   17,372,207","$   18,706,129","$   19,074,334","$   20,178,515","$   21,447,822","$  22,055,052","$   23,040,920"
