Licenses,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
MARKET SQUID LIGHT BOAT PERMIT (T),N/A,N/A,N/A,N/A,N/A,$             600.00,$            630.25,$            671.50,$             700.25,$            743.75
MARKET SQUID LIGHT BOAT PERMIT (NT),N/A,N/A,N/A,N/A,N/A,N/A,N/A,$              43.25,$               45.00,$               47.75
MARKET SQUID BRAIL (UPGRADE FROM LIGHTBOAT),N/A,N/A,N/A,N/A,N/A,"$          1,500.00","$         1,500.00","$          1,500.00","$          1,500.00","$          1,500.00"
MARKET SQUID VESSEL PERMIT (T),"$          2,500.00",$            400.00,$             400.00,$             400.00,$             400.00,"$          2,000.00","$          2,101.25","$          2,239.00","$          2,334.50","$         2,479.25"
MARKET SQUID VESSEL PERMIT (NT),N/A,N/A,N/A,N/A,N/A,"$          1,000.00","$          1,050.50","$          1,119.50","$         1,167.25","$          1,239.50"
"MARKET SQUID VESSSEL PERMIT, EXPERIMENTAL (NT",N/A,N/A,N/A,N/A,N/A,"$          1,000.00","$         1,050.00","$          1,119.50","$          1,167.25","$         1,239.50"
NEARSHORE PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEARSHORE TRAP PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEARSHORE FISHERY PERMIT,$             125.00,$             125.00,$             125.00,$            125.00,N/A,N/A,N/A,N/A,N/A,N/A
NEARSHORE FISHERY BYCATCH PERMIT,N/A,N/A,N/A,$            200.00,$             200.00,$            203.00,$            213.25,$             227.25,$             237.00,$            251.75
NEARSHORE FISHERY PERMIT - N. CENTRAL COAST,N/A,N/A,N/A,$             500.00,$            500.00,$             507.50,$            533.25,$             568.25,$             592.50,$             629.25
NEARSHORE FISHERY PERMIT - NORTH COAST,N/A,N/A,N/A,$             500.00,$             500.00,$             507.50,$            533.25,$             568.25,$             592.50,$            629.25
"",,,,,,,,,,
NEARSHORE FISHERY PERMIT - S. CENTRAL COAST,N/A,N/A,N/A,$             500.00,$            500.00,$            507.50,$             533.25,$            568.25,$             592.50,$            629.25
NEARSHORE FISHERY PERMIT - SOUTH COAST,N/A,N/A,N/A,$             500.00,$             500.00,$             507.50,$            533.25,$             568.25,$             592.50,$            629.25
NEARSHORE TRAP ENDORSEMENT - N. CENTRAL COA,TN/A,N/A,N/A,$               75.00,$              75.00,$              76.25,$               80.00,$               85.25,$               89.00,$               94.50
NEARSHORE TRAP ENDORSEMENT - NORTH COAST,N/A,N/A,N/A,$               75.00,$               75.00,$               76.25,$               80.00,$               85.25,$               89.00,$               94.50
NEARSHORE TRAP ENDORSEMENT - S. CENTRAL COA,TN/A,N/A,N/A,$               75.00,$               75.00,$               76.25,$               80.00,$              85.25,$               89.00,$              94.50
NEARSHORE TRAP ENDORSEMENT - SOUTH COAST,N/A,N/A,N/A,$               75.00,$               75.00,$               76.25,$              80.00,$               85.25,$               89.00,$               94.50
NORTHERN PINK SHRIMP TRAWL (VESSEL) (T),N/A,"$         1,000.00","$          1,000.00","$          1,000.00","$         1,000.00","$          1,015.00","$         1,066.25","$          1,136.25","$         1,184.75","$         1,258.25"
NORTHERN PINK SHRIMP TRAWL (VESSEL) (NT),N/A,$             500.00,$             500.00,$            500.00,$             500.00,$            507.50,$             533.25,$            568.25,$             592.50,$             629.25
NORTHERN PINK SHRIMP TRAWL PERMIT (INDIVIDUAL),$            500.00,$            500.00,$             500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PINK SHRIMP (INDIVIDUAL),$            285.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PINK SHRIMP (VESSEL),$            285.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SALMON VESSEL PERMIT,$               30.00,$               30.00,$               30.00,$               30.00,$              30.00,$               30.50,$              32.00,$              34.00,$              35.50,$               37.75
SEA CUCUMBER DIVING PERMIT,$             250.00,$             250.00,$            250.00,$             250.00,$            250.00,$            253.75,$            266.50,$            284.00,$            296.00,$             314.25
SEA CUCUMBER TRAWL PERMIT,$             250.00,$             250.00,$             250.00,$            250.00,$             250.00,$             253.75,$             266.50,$             284.00,$            296.00,$             314.25
SEA URCHIN DIVING PERMIT,$             330.00,$             330.00,$             330.00,$             330.00,$             330.00,$            335.00,$             352.00,$            375.00,$             391.00,$             415.25
SOUTHERN ROCK CRAB TRAP PERMIT,N/A,N/A,N/A,N/A,N/A,$            250.00,$            262.75,$            280.00,$             292.00,$            310.00
SPOT PRAWN OBSERVER FEE (TRAP),$             250.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SPOT PRAWN OBSERVER < 1,000 POUNDS (TRAWL)",$            250.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SPOT PRAWN OBSERVER 1,000-9,999 POUNDS (TRAWL",$             500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SPOT PRAWN OBSERVER >10,000 POUNDS (TRAWL)","$          1,000.00",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"SPOT PRAWN TRAP VESSEL PERMIT, TIER 1",N/A,N/A,$             250.00,$             250.00,$             250.00,$             253.75,$            266.50,$            284.00,$            296.00,$             314.25
"SPOT PRAWN TRAP VESSEL PERMIT, TIER 2",N/A,N/A,$             250.00,$            250.00,$             250.00,$             253.75,$            266.50,$            284.00,$             296.00,$            314.25
"SPOT PRAWN TRAP VESSEL PERMIT, TIER 3",N/A,N/A,N/A,N/A,"$          1,000.00","$         1,015.00","$          1,066.25","$          1,136.25","$         1,184.75","$          1,258.25"
Late Fees,,,,,,,,,,
LIMITED ENTRY LATE FEE,$               50.00,$               50.00,$               50.00,$               50.00,$               50.00,$              50.00,$               50.00,$               50.00,N/A,N/A
LIMITED ENTRY LATE FEE (1 TO 30 DAYS),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$             125.00,$             132.75
LIMITED ENTRY LATE FEE (31 TO 60 DAYS),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$             250.00,$            265.50
LIMITED ENTRY LATE FEE (61 OR MORE DAYS),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$             500.00,$            531.00
MARKET SQUID/LIGHT VESSEL LATE FEE,$             250.00,$            250.00,$             250.00,$            250.00,$             250.00,N/A,N/A,N/A,N/A,N/A
MARKET SQUID LATE FEE,N/A,N/A,N/A,N/A,N/A,$            250.00,$             250.00,$             250.00,$            250.00,N/A
SALMON VESSEL PERMIT LATE FEE,$            100.00,$             100.00,$             100.00,$            100.00,$             100.00,$             100.00,$            100.00,$            100.00,N/A,N/A
Nonrestrictive Permits,,,,,,,,,,
ANCHOVY TAKE PERMIT,$               30.00,$              30.00,$               30.00,$               30.00,$               30.00,$               30.50,$               32.00,$               34.00,$               35.50,$               37.75
BAY SHRIMP PERMIT,$               30.00,$              30.00,$               30.00,$               30.00,$               30.00,$               30.50,$               32.00,$               34.00,$              35.50,$              37.75
COONSTRIPE SHRIMP VESSEL PERMIT,N/A,N/A,$               75.00,$               75.00,$              75.00,$               76.25,$              80.00,$               85.25,$               89.00,$               94.50
CRAYFISH PERMIT,$              30.00,$              30.00,$               30.00,$               30.00,$              30.00,$              30.50,$               32.00,$              34.00,$               35.50,$              37.75
DRIFT GILL NET PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRIFT GILL NET (VESSEL) PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUNGENESS CARB (T)(NT),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FISH LANDED OUTSIDE CALIFORNIA PERMIT,$              15.00,$               15.00,$              15.00,$               15.00,$               15.00,$              15.25,$               16.00,$               17.00,$              17.75,$               18.75
GHOST SHRIMP PERMIT,$               30.00,$               30.00,$               30.00,$               30.00,$               30.00,$               30.50,$               32.00,$               34.00,$               35.50,$              37.75
GOLDEN & RIDGEBACK PRAWN PERMIT,$              30.00,$               30.00,$              30.00,$               30.00,$              30.00,$               30.50,$              32.00,$               34.00,$               35.50,$               37.75
INLAND/FRESHWATER FISH PERMIT,$               30.00,$               30.00,$              30.00,$               30.00,$              30.00,$               30.50,$              32.00,$               34.00,$              35.50,$              37.75
KELP HARVESTER LICENSE,$            100.00,$             100.00,$             100.00,$             100.00,$             100.00,$            101.50,$             106.75,$             113.75,$            118.50,$             125.75
LOBSTER CREWMEMBER PERMIT,$            125.00,$             125.00,$            125.00,$             125.00,$             125.00,$             127.00,$             133.50,$             142.25,$            148.25,$             157.50
MARINE AQUARIA COLLECTOR PERMIT,$            330.00,$            330.00,$            330.00,$            330.00,$            330.00,$            335.00,$            352.00,$            375.00,$             391.00,$             415.25
NORTHERN ROCK CRAB TRAP PERMIT,N/A,N/A,N/A,N/A,N/A,$             250.00,$            262.75,$             280.00,$            292.00,$             310.00
PACIFIC MAKEREL,$              30.00,$               30.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SARDINE,$               30.00,$               30.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEA URCHIN CREWMEMBER PERMIT,$               30.00,$               30.00,$              30.00,$               30.00,$              30.00,$               30.50,$              32.00,$               34.00,$              35.50,$              37.75
SHRIMP/PRAWN TRAWL PERMIT,$               30.00,$               30.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUTHERN PINK SHRIMP TRAWL PERMIT,N/A,$              30.00,$               30.00,$               30.00,$              30.00,$               30.50,$               32.00,$               34.00,$              35.50,$               37.75
SWORDFISH PERMIT,$            330.00,$             330.00,$            330.00,$            330.00,$            330.00,$            335.00,$            352.00,$             375.00,$            391.00,$             415.25
TANNER CRAB TRAP VESSEL PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,"$        10,000.00","$        10,656.00","$        11,110.50","$        11,799.00"
TIDAL INVERTEBRATE PERMIT,$               30.00,$               30.00,$              30.00,$              30.00,$               30.00,$               30.50,$              32.00,$               34.00,$              35.50,$              37.75
TRAP PERMIT,$               35.00,$               35.00,$               35.00,$               35.00,$               35.00,$              35.50,$              37.25,$               39.75,$               41.50,$               44.00
Permit Transfers,,,,,,,,,,
DRIFT GILL NET PERMIT TRANSFER,N/A,N/A,N/A,"$         1,500.00","$         1,500.00","$         1,500.00","$         1,500.00","$          1,500.00","$          1,500.00","$         1,500.00"
DRIFT GILL NET VESSEL PERMIT TRANSFER,N/A,N/A,N/A,$             130.00,$            130.00,$             130.00,$             130.00,$            130.00,$             130.00,$             130.00
DRIFT GILL NET TRANSFER,N/A,N/A,N/A,$             100.00,$            100.00,$             100.00,$            100.00,$            100.00,$            100.00,$             100.00
DUNGENESS CRAB TRANSFER,N/A,N/A,N/A,$            200.00,$             200.00,$             200.00,$             200.00,$            200.00,$             200.00,$            200.00
HERRING BOAT TRANSFER,N/A,N/A,N/A,$              50.00,$               50.00,$               50.00,$              50.00,$               50.00,$               50.00,$               50.00
LOBSTER OPERATOR PERMIT TRANSFER,N/A,N/A,N/A,N/A,N/A,$            500.00,$            500.00,$             500.00,$            500.00,$             500.00
MARKET SQUID BRAIL PERMIT TRANSFER,N/A,N/A,N/A,N/A,N/A,$            500.00,$            500.00,$            500.00,$             500.00,$            500.00
MARKET SQUID LIGHT BOAT OWNER'S PERMIT,"$          2,500.00",$             400.00,$            400.00,$             400.00,$             400.00,N/A,N/A,N/A,N/A,N/A
MARKET SQUID TRANSFER FEE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARKET SQUID VESSEL PERMIT TRANSFER,"$          2,500.00",N/A,N/A,$            250.00,$             250.00,$             250.00,$            500.00,$            500.00,$             500.00,$             500.00
NEARSHORE FISHERY PERMIT TRANSFER,N/A,N/A,N/A,$             500.00,$             500.00,$             500.00,$             500.00,$             500.00,$            500.00,$            500.00
NEARSHORE FISHERY TRAP ENDORSEMENT TRANSFE,N/A,N/A,N/A,$               75.00,$               75.00,$              75.00,$               75.00,$              75.00,$              75.00,$              75.00
NORTHERN PINK SHRIMP TRAWL (VESSEL) (NEW OWN,R)N/A,N/A,N/A,N/A,"$         1,000.00","$          1,000.00","$         1,000.00","$         1,000.00","$          1,000.00","$         1,000.00"
NORTHERN PINK SHRIMP TRAWL (VESSEL) (SAME OW,ER)N/A,N/A,N/A,N/A,N/A,N/A,N/A,$            200.00,$             200.00,$             200.00
NORTHERN PINK SHRIMP TRAWL (VESSEL) (TEMP),N/A,N/A,N/A,N/A,N/A,N/A,N/A,$             100.00,$            100.00,$            100.00
SALMON VESSEL TRANSFER,N/A,N/A,N/A,$             200.00,$            200.00,$             200.00,$             200.00,$             200.00,$             200.00,$            200.00
SPOT PRAWN TRAP VESSEL (NEW OWNER),N/A,N/A,N/A,$            200.00,$            200.00,$             200.00,$             200.00,$             200.00,$             200.00,$            200.00
SPOT PRAWN TRAP VESSEL (SAME OWNER),N/A,N/A,N/A,N/A,N/A,$              50.00,$               50.00,$               50.00,$              50.00,$               50.00
SQUID LIGHT BOAT TRANSFER,N/A,N/A,N/A,N/A,$             250.00,$            250.00,$            500.00,$             500.00,$             500.00,$             500.00
