Licenses,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 5,N/A,N/A,N/A,0,0,0,0,0,0,0
DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 6,N/A,N/A,N/A,2,2,2,2,1,1,1
DUNGENESS CRAB VESSEL PERMIT NT (NR) - TIER 7,N/A,N/A,N/A,3,2,1,1,1,1,1
DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 1,N/A,N/A,N/A,2,3,3,3,3,2,2
DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 2,N/A,N/A,N/A,2,1,1,1,1,1,1
DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 3,N/A,N/A,N/A,1,1,1,0,1,1,1
DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 4,N/A,N/A,N/A,0,0,0,0,0,0,0
DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 5,N/A,N/A,N/A,2,1,1,1,1,1,1
DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 6,N/A,N/A,N/A,4,3,3,3,3,3,2
DUNGENESS CRAB VESSEL PERMIT NT (R) - TIER 7,N/A,N/A,N/A,5,4,1,1,1,1,1
DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 1,N/A,N/A,N/A,9,10,10,10,10,12,12
DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 2,N/A,N/A,N/A,6,6,6,7,8,9,9
DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 3,N/A,N/A,N/A,4,5,6,5,6,6,8
DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 4,N/A,N/A,N/A,6,6,5,6,6,6,6
DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 5,N/A,N/A,N/A,5,5,5,4,4,3,4
DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 6,N/A,N/A,N/A,21,19,20,19,19,19,21
DUNGENESS CRAB VESSEL PERMIT T (NR) - TIER 7,N/A,N/A,N/A,15,13,12,12,12,12,14
DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 1,N/A,N/A,N/A,46,47,46,46,46,44,44
DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 2,N/A,N/A,N/A,47,45,46,45,44,43,43
DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 3,N/A,N/A,N/A,49,49,49,50,49,49,47
DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 4,N/A,N/A,N/A,46,45,48,46,46,46,47
DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 5,N/A,N/A,N/A,49,52,49,50,50,51,50
DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 6,N/A,N/A,N/A,142,139,142,142,143,142,140
DUNGENESS CRAB VESSEL PERMIT T (R) - TIER 7,N/A,N/A,N/A,99,99,99,99,97,98,95
DUNGENESS CRAB VESSEL PERMIT TIER UPGRADE FILING FEE,N/A,N/A,N/A,27,9,0,0,0,0,0
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 1,N/A,N/A,N/A,56,0,57,0,56,0,56
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 2,N/A,N/A,N/A,51,0,51,0,52,0,52
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 3,N/A,N/A,N/A,54,0,55,0,55,0,55
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 4,N/A,N/A,N/A,51,0,53,0,52,0,53
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 5,N/A,N/A,N/A,54,2,54,0,54,0,54
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 6,N/A,N/A,N/A,158,4,162,0,162,0,161
Licenses,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (T) - TIER 7,N/A,N/A,N/A,108,4,112,0,111,0,109
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 1,N/A,N/A,N/A,3,0,3,0,3,0,2
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 2,N/A,N/A,N/A,1,1,2,0,1,0,1
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 3,N/A,N/A,N/A,2,0,1,0,1,0,2
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 4,N/A,N/A,N/A,2,0,2,0,2,0,2
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 5,N/A,N/A,N/A,1,0,1,0,1,0,1
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 6,N/A,N/A,N/A,5,1,5,0,4,0,3
DUNGENESS CRAB TRAP TAG BIENNIAL FEES (NT) - TIER 7,N/A,N/A,N/A,5,1,2,0,2,0,2
GENERAL GILL/TRAMMEL NET PERMIT,146,147,141,135,132,126,122,119,116,114
HERRING GILL NET PERMIT (R),182,172,167,161,148,131,116,90,107,47
HERRING GILL NET PERMIT (NR),40,38,39,40,37,40,41,35,24,8
HERRING STAMP,199,191,191,188,51,160,141,13,121,47
LOBSTER OPERATOR PERMIT (T),142,139,141,141,141,140,139,139,139,139
LOBSTER OPERATOR PERMIT (NT),58,59,53,51,48,48,45,40,38,35
MARKET SQUID BRAIL PERMIT (T),25,37,42,44,44,44,45,45,45,46
MARKET SQUID LIGHT BOAT PERMIT (T),50,38,33,31,31,31,30,30,30,29
MARKET SQUID LIGHT BOAT PERMIT (NT),3,3,3,3,3,3,3,3,3,3
MARKET SQUID VESSEL PERMIT (T),72,69,69,66,68,68,68,68,68,67
MARKET SQUID VESSEL PERMIT (NT),9,8,8,8,7,7,6,6,5,4
NEARSHORE FISHERY BYCATCH PERMIT,16,16,15,13,13,12,12,12,12,12
NEARSHORE FISHERY PERMIT - N. CENTRAL COAST (T),24,23,23,22,22,22,22,21,20,20
NEARSHORE FISHERY PERMIT - N. CENTRAL COAST (NT),4,4,4,4,4,4,4,4,3,3
NEARSHORE FISHERY PERMIT - NORTH COAST (T),22,21,21,19,17,17,17,17,17,17
NEARSHORE FISHERY PERMIT - NORTH COAST (NT),0,0,0,0,0,0,0,0,0,0
NEARSHORE FISHERY PERMIT - S. CENTRAL COAST (T),52,50,49,47,47,47,46,46,46,46
NEARSHORE FISHERY PERMIT - S. CENTRAL COAST (NT),5,6,6,5,5,5,5,5,5,5
NEARSHORE FISHERY PERMIT - SOUTH COAST (T),48,46,44,43,40,40,40,39,39,39
NEARSHORE FISHERY PERMIT - SOUTH COAST (NT),14,14,14,13,13,11,11,11,11,11
NEARSHORE TRAP ENDORSEMENT - N. CENTRAL COAST (T),5,5,5,5,5,5,5,5,5,5
NEARSHORE TRAP ENDORSEMENT - N. CENTRAL COAST (NT),0,0,0,0,0,0,0,0,0,0
NEARSHORE TRAP ENDORSEMENT - NORTH COAST (T),0,0,0,0,0,0,0,0,0,0
NEARSHORE TRAP ENDORSEMENT - NORTH COAST (NT),0,0,0,0,0,0,0,0,0,0
NEARSHORE TRAP ENDORSEMENT - S. CENTRAL COAST (T),16,15,15,15,15,15,15,15,15,15
NEARSHORE TRAP ENDORSEMENT - S. CENTRAL COAST (NT),3,4,4,4,4,4,4,4,4,4
NEARSHORE TRAP ENDORSEMENT - SOUTH COAST (T),31,31,31,30,30,28,28,28,28,29
NEARSHORE TRAP ENDORSEMENT - SOUTH COAST (NT),9,7,7,6,6,5,4,5,5,5
NORTHERN PINK SHRIMP TRAWL (VESSEL) (T),33,33,32,32,32,32,32,32,32,32
NORTHERN PINK SHRIMP TRAWL (VESSEL) (NT),3,3,3,3,3,3,3,3,3,2
SALMON VESSEL PERMIT,"1,239","1,188","1,172","1,163","1,135","1,131","1,105","1,083","1,039","1,031"
SEA CUCUMBER DIVING PERMIT,87,85,84,83,82,83,82,82,80,77
SEA CUCUMBER TRAWL PERMIT,17,16,16,16,16,16,16,16,15,14
SEA URCHIN DIVING PERMIT,309,307,305,306,304,304,291,294,270,262
SOUTHERN ROCK CRAB TRAP PERMIT,125,123,124,124,122,121,121,118,117,117
"SPOT PRAWN TRAP VESSEL PERMIT, TIER 1",17,17,17,17,17,17,17,17,17,17
"SPOT PRAWN TRAP VESSEL PERMIT, TIER 2",3,3,3,2,2,2,1,1,1,1
"SPOT PRAWN TRAP VESSEL PERMIT, TIER 3",8,8,6,6,6,6,6,5,6,6
Late Fees,,,,,,,,,,
LIMITED ENTRY LATE FEE (1 TO 30 DAYS),69,53,56,44,48,73,163,201,186,60
LIMITED ENTRY LATE FEE (31 TO 60 DAYS),26,27,25,18,17,27,81,143,60,27
LIMITED ENTRY LATE FEE (61 OR MORE DAYS),66,62,55,55,60,71,127,64,86,67
Nonrestrictive Permits,,,,,,,,,,
ANCHOVY TAKE PERMIT,75,83,69,63,73,71,63,63,59,54
BAY SHRIMP PERMIT,23,29,23,22,19,19,17,16,12,11
COONSTRIPE SHRIMP VESSEL PERMIT,50,59,49,36,41,39,34,38,35,31
Licenses,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CRAYFISH PERMIT,47,79,95,92,63,67,58,69,67,74
PERMIT TO LAND CALIFORNIA CAUGHT FISH OUTSIDE CALIFORNIA,5,5,7,15,10,10,8,7,9,7
GHOST SHRIMP PERMIT,12,16,19,14,11,13,8,14,12,10
GOLDEN & RIDGEBACK PRAWN PERMIT,58,71,72,67,72,81,65,73,59,70
INLAND/FRESHWATER FISH PERMIT,37,34,14,13,15,16,15,15,11,12
KELP HARVESTER LICENSE,37,46,34,36,30,34,31,35,35,36
LOBSTER CREWMEMBER PERMIT,207,224,229,243,234,247,229,218,195,189
MARINE AQUARIA COLLECTOR PERMIT,12,10,10,16,17,16,15,12,8,10
NORTHERN ROCK CRAB TRAP PERMIT,34,30,26,25,42,43,33,39,56,46
SEA URCHIN CREWMEMBER PERMIT,192,221,229,247,260,233,197,170,149,122
SOUTHERN PINK SHRIMP TRAWL PERMIT,19,15,15,14,18,17,22,29,17,15
SWORDFISH PERMIT,61,55,44,37,39,42,52,55,56,63
TANNER CRAB TRAP VESSEL PERMIT,1,1,0,0,0,1,0,0,1,0
TIDAL INVERTEBRATE PERMIT,235,235,236,229,227,245,232,197,190,186
COMM.TRAP PERMIT,869,892,802,746,803,884,818,825,797,747
Permit Transfers,,,,,,,,,,
DEEPER NEARSHORE FISHING PERMIT TRANSFER,0,0,0,0,0,0,0,0,41,17
DRIFT GILL NET PERMIT TRANSFER,4,0,0,2,2,6,1,5,1,1
DRIFT GILL NET VESSEL PERMIT TRANSFER,1,0,0,1,0,4,0,2,0,0
DUNGENESS CRAB PERMIT TRANSFER,32,43,75,35,41,56,37,49,54,45
DUNGENESS CRAB CHANGE OF OWNERSHIP,0,0,1,28,22,14,9,24,22,15
GENERAL GILL NET TRANSFER,6,2,2,4,3,7,1,7,1,4
HERRING BOAT TRANSFER,8,0,0,0,0,0,0,0,0,0
HERRING PERMIT TRANSFER,5,0,5,11,3,1,3,0,1,1
HERRING SUBSTITUTE TRANSFER,3,2,11,3,4,3,8,3,0,1
LOBSTER OPERATOR PERMIT TRANSFER,16,19,10,17,13,11,11,21,11,16
MARKET SQUID BRAIL PERMIT TRANSFER,7,3,7,5,4,6,5,9,5,4
MARKET SQUID BRAIL PERMIT TRANSFER (OWNERSHIP CHANGE),0,0,0,8,4,3,2,5,4,0
MARKET SQUID BRAIL UPGRADE,4,12,5,2,0,0,1,0,0,1
MARKET SQUID LIGHTBOAT TRANSFER,6,11,9,3,2,5,4,6,4,3
MARKET SQUID VESSEL PERMIT TRANSFER,7,10,18,11,7,5,8,6,7,6
MARKET SQUID VESSEL PERMIT (OWNERSHIP CHANGE),0,0,0,7,3,10,3,2,1,4
NEARSHORE FISHERY PERMIT TRANSFER,0,3,3,4,4,0,2,1,13,11
NEARSHORE FISHERY TRAP ENDORSEMENT TRANSFER,0,2,2,3,5,0,1,2,5,8
NORTHERN PINK SHRIMP TRAWL (VESSEL) (NEW OWNER),1,2,3,1,3,0,1,1,1,1
NORTHERN PINK SHRIMP TRAWL (VESSEL) (SAME OWNER),0,0,0,0,0,0,2,0,0,0
NORTHERN PINK SHRIMP TRAWL (VESSEL) (TEMP),0,0,0,0,0,0,0,0,0,0
SALMON VESSEL TRANSFER,22,33,61,60,36,30,27,32,33,36
SEA CUCUMBER PERMIT TRANSFER,3,5,2,7,7,2,3,2,4,1
SOUTHERN ROCK CRAB TRAP PERMIT TRANSFER,5,5,6,6,5,5,6,6,5,5
SPOT PRAWN TRAP VESSEL (CHANGE OF OWNER),0,0,0,1,0,0,0,1,1,
SPOT PRAWN TRAP VESSEL (SAME OWNER),2,1,0,1,2,4,3,3,2,2
TOTAL COMMERCIAL FISHING,"18,290","19,106","19,524","20,101","19,356","19,868","19,130","19,135","18,009","18,701"
