Licenses,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Falconer Raptor Capture Permit (NR),$0,$0,$311,$0,$0,$0,$0,$0,$0,$0
Falconry License - Application Fee,"$8,086","$8,030","$8,775","$9,213","$8,582","$8,821","$9,035","$9,462","$9,971","$10,538"
Falconry License,"$41,544","$42,998","$46,354","$48,977","$47,889","$48,739","$50,007","$52,470","$55,181","$58,221"
Falconry Inspection Fee (1-5 Enclosures),N/A,N/A,N/A,"$1,599","$8,085","$16,653","$16,380","$18,341","$14,796","$16,980"
Falconry Additional Inspection Fee (Per Enclosures Over 5),N/A,N/A,N/A,$0,$0,$40,$0,$13,$0,$0
Fallow Deer Farming Permit,"$3,005","$3,055","$3,143","$3,548","$2,936","$2,314","$2,314","$2,321","$2,389","$2,114"
Fallow Deer Farming Permit - Application Fee,$0,$0,$94,$48,$0,$99,$50,$0,$0,$0
Fallow Deer Farming Permit - Inspection Fee,$169,$169,$254,$254,$254,$254,$338,$254,$254,$254
Fully Protected Species Permit,$0,$0,$112,$0,$0,$0,$0,$0,$61,$0
Fur Agent License,$0,$0,$0,$87,$175,$178,$89,$89,$0,$0
Fur Dealer License,"$1,125",$818,$672,$518,$698,$530,$707,$709,$913,$566
Game Bird Club Seals,"$10,505","$11,065","$10,245","$10,480","$9,530","$7,621","$8,455","$6,455","$7,720","$8,100"
Guide License (R),"$224,115","$227,556","$229,447","$236,522","$234,171","$238,754","$250,263","$255,685","$275,729","$286,679"
Guide License (NR),"$25,767","$26,202","$34,838","$29,067","$29,884","$10,742","$29,295","$27,412","$25,188","$24,960"
Lands Pass - 1-Day,N/A,$856,"$2,240","$2,228","$18,648","$36,736","$41,332","$37,412","$49,280","$77,235"
Lands Pass - Annual,N/A,$651,"$4,021","$3,542","$4,250","$6,345","$8,640","$9,090","$46,640","$23,760"
Licensed Guide Employee Registration,"$1,503","$1,700","$1,969","$1,980","$1,320","$1,840","$1,656","$1,748","$2,032","$2,194"
"Licensed Game Bird Club, Zone A - 500 acres or less","$10,088","$6,840","$7,035","$6,859","$6,575","$4,440","$5,550","$5,565","$4,963","$4,731"
"Licensed Game Bird Club, Zone A - over 500 acres","$15,715","$15,065","$15,024","$13,971","$13,156","$12,344","$11,356","$9,405","$8,662","$7,890"
"Licensed Game Bird Club, Zone B - 500 acres or less","$7,734","$5,814","$4,925","$6,137","$6,209","$5,550","$5,550","$4,823","$4,581","$5,520"
"Licensed Game Bird Club, Zone B - over 500 acres","$14,368","$14,608","$15,963","$13,971","$13,643","$11,356","$12,838","$11,385","$10,700","$9,468"
Lic. Domesticated Migratory Game Bird Shooting Area,$369,$375,$385,$395,$400,$608,$608,$406,$418,$432
Native Reptile Captive Propagation Permit,"$3,906","$3,488","$3,360","$3,163","$3,029","$2,773","$2,714","$2,252","$2,135","$2,520"
Native Reptile & Amphibian Permit (Take by Biol. Supply House),$90,$91,$94,$96,$97,$98,$98,$197,$0,$209
"Restricted Species Permit - Animal Care, Detrimental","$2,556","$3,033","$2,228",$914,$462,$937,$468,$470,$0,$0
"Restricted Species Permit - Animal Care, Welfare",$812,$721,$530,$545,$497,$560,$448,$450,$406,$420
Restricted Species Permit - Application Fee (Amended or Renewal),"$16,554","$14,872","$17,388","$15,369","$13,770","$16,159","$15,651","$15,096","$16,146","$17,001"
Restricted Species Permit - Application Fee (New),N/A,"$2,639","$2,815","$4,280","$1,516","$1,866","$1,098","$1,210",$680,$936
Restricted Species Permit - Aquaculture,N/A,$433,$0,$457,$462,$468,$0,$470,$483,$499
"Restricted Species Permit - AZA, Detrimental","$10,650","$9,098","$8,910","$7,769","$8,783","$9,365","$10,302","$9,390","$9,665","$9,980"
Restricted Species Permit - Breeding,"$9,372","$5,632","$5,346","$5,484","$5,085","$6,087","$3,746","$4,226","$4,349","$5,489"
Restricted Species Permit - Broker/Dealer (R),"$2,556","$1,300","$3,119","$2,742","$2,311","$2,341","$2,341","$1,409","$1,933","$1,996"
Restricted Species Permit - Broker/Dealer (NR),"$2,555",$866,$891,"$1,828",$924,$937,"$1,873",$939,$966,$998
Restricted Species Permit - ELE & MOU Fee,N/A,N/A,N/A,"$8,665","$14,901","$15,540","$11,988","$2,672","$6,416","$14,198"
Restricted Species Permit - Exhibiting (R),"$48,564","$40,726","$44,996","$43,872","$42,989","$48,698","$48,230","$47,889","$50,741","$46,906"
Restricted Species Permit - Exhibiting (NR),"$13,628","$18,186","$16,029","$14,620","$9,243","$16,857","$9,365","$7,512","$8,696","$11,973"
Restricted Species Permit - Fish,N/A,"$4,333","$1,337","$15,995","$4,160","$5,151","$3,746","$5,165","$3,866",$499
Restricted Species Permit - Inspection Fee (Except Aquaculture & Fish),$853,"$1,040","$1,070",$915,N/A,N/A,N/A,N/A,N/A,N/A
Restricted Species Permit - Inspection Fee (Aquaculture & Fish),N/A,"$36,000","$6,170","$3,165",$0,$0,$0,$0,$0,$0
Restricted Species Permit - Inspection Fee (1-5 Enclosures),N/A,N/A,N/A,"$8,630","$21,929","$28,571","$25,396","$22,043","$24,310","$23,401"
Restricted Species Permit - Inspection Fee (6-25 Enclosures),N/A,N/A,N/A,"$8,436","$21,485","$24,659","$23,058","$21,186","$21,466","$23,529"
Restricted Species Permit - Inspection Fee (26-50 Enclosures),N/A,N/A,N/A,"$4,610","$8,292","$11,025","$9,450","$9,477","$11,377","$11,185"
Restricted Species Permit - Inspection Fee (51-100 Enclosures),N/A,N/A,N/A,$808,"$10,621","$9,933","$9,105","$8,300","$9,397","$8,820"
Restricted Species Permit - Inspection Fee (101+ Enclosures),N/A,N/A,N/A,"$2,995","$6,059","$3,069","$6,139","$6,156","$22,173","$3,271"
Restricted Species Permit - Native Species Exhibiting,"$8,520","$8,665","$10,692","$13,253","$12,019","$17,794","$12,175","$8,921","$10,632","$13,473"
Restricted Species Permit - Nuisance Bird Abatement (R),"$3,408","$2,600","$3,119",$0,"$1,849","$1,405","$1,405",$939,$483,$998
Restricted Species Permit - Nuisance Bird Abatement (NR),$852,$0,$0,$0,$0,$0,$0,$0,$0,$0
"Restricted Species Permit - Research, Detrimental","$17,040","$15,164","$17,375","$18,737","$16,641","$17,325","$14,984","$16,433","$15,464","$17,964"
Restricted Species Permit - Shelter,"$1,218","$1,648","$2,226","$1,908","$1,989","$2,072","$2,128","$1,631","$1,856","$1,800"
Restricted Species Permit - Single Event Breeding,$152,$52,$53,$55,$111,$168,$56,$0,$58,$60
Scientific Collecting Permit Application Fee,N/A,N/A,N/A,"$81,000","$85,860","$48,585","$53,915","$69,459","$44,309",N/A
Scientific Collecting Permit Application Fee (Student),N/A,N/A,N/A,"$4,500","$3,863","$3,315","$2,831","$3,009","$2,179",N/A
Scientific Collecting Permit Amendment Fee (Student),N/A,N/A,N/A,$350,$328,$408,$306,$179,$105,N/A
Scientific Collecting Permit Amendment Fee,$180,$122,$502,"$8,300","$12,251","$17,528","$14,555","$17,570","$15,228",N/A
Scientific Collecting Permit (R),"$60,330","$64,382","$71,853","$135,900","$271,936","$155,288","$134,070","$181,559","$175,757",N/A
Scientific Collecting Permit (NR),"$23,776","$21,866","$22,923",N/A,N/A,N/A,N/A,N/A,N/A,N/A
Scientific Collecting Permit (Student),"$4,088","$3,507","$2,817","$6,350","$8,434","$6,560","$5,535","$5,202","$5,088",N/A
Scientific Collecting Permit General Use Application Fee - Inland Fisheries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$134,"$1,434"
Scientific Collecting Permit General Use Application Fee - Inland Fisheries (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$52
Scientific Collecting Permit General Use Application Fee - Marine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$224,"$1,896"
Scientific Collecting Permit General Use Application Fee - Marine (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$25,$103
Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$448,"$1,295"
Scientific Collecting Permit General Use Application Fee - Terrestrial Wildlife (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$50,$52
Scientific Collecting Permit Specific Use Application Fee,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$2,104","$17,298"
Scientific Collecting Permit Specific Use Application Fee (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$250,"$1,803"
Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$0
Scientific Collecting Permit General Use Amendment Fee - Inland Fisheries (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$0
Scientific Collecting Permit General Use Amendment Fee - Marine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$0
Scientific Collecting Permit General Use Amendment Fee - Marine (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$0
Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$0
Scientific Collecting Permit General Use Amendment Fee - Terrestrial Wildlife (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$0
Scientific Collecting Permit Specific Use Amendment Fee,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,"$8,672"
Scientific Collecting Permit Specific Use Amendment Fee (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$129
Scientific Collecting Permit General Use - Inland Fisheries,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,"$5,929"
Scientific Collecting Permit General Use - Inland Fisheries (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$103
Scientific Collecting Permit General Use  - Marine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$371,"$7,076"
Scientific Collecting Permit General Use  - Marine (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$258
Scientific Collecting Permit General Use - Terrestrial Wildlife,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,"$5,164"
Scientific Collecting Permit General Use - Terrestrial Wildlife (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,$258
Scientific Collecting Permit Specific Use,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$269,"$67,771"
Scientific Collecting Permit Specific Use (Student),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$0,"$2,472"
Trapping License (Junior) (Recreational),$70,$106,$181,$224,$151,$38,$0,$0,$39,$0
Trapping License (Junior) (Recreational/Pest Control),N/A,N/A,N/A,$37,$0,$38,$77,$38,$0,$0
Trapping License (Junior) (Pest Control Only),N/A,N/A,N/A,$0,$38,$38,$0,$0,$0,$0
Trapping License (R) (Recreational),"$60,962","$76,517","$80,755","$16,983","$14,817","$12,399","$5,574","$5,016","$5,042","$3,872"
Trapping License (R) (Recreational/Pest Control),N/A,N/A,N/A,"$11,322","$12,123","$9,328","$7,849","$9,918","$6,801","$6,050"
Trapping License  (R) (Pest Control Only),N/A,N/A,N/A,"$65,268","$68,136","$62,790","$66,430","$65,094","$73,047","$73,447"
Trapping License (NR) (Recreational),"$2,072","$2,634","$2,709","$2,780","$2,813",$0,$0,$0,$0,$0
Trapping License (NR) (Recreational/Pest Control),N/A,N/A,N/A,$0,"$1,125",$0,$0,$572,$0,$0
Trapping License  (NR) (Pest Control Only),N/A,N/A,N/A,$556,$563,$570,"$2,280","$1,715","$1,177","$1,215"
Warden Stamp,"$30,185","$16,000","$12,215","$20,180","$18,720","$22,345","$20,290","$24,355","$28,425","$23,150"
TOTAL SPECIAL PERMITS,"$      826,667","$      844,984","$      854,839","$   1,085,232","$   1,263,081","$  1,136,267","$   1,122,053","$   1,177,027","$  1,259,664","$     1,112,878"
