Licenses,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
DRIFT GILL NET (VESSEL),Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
DUNGENESS CRAB PERMIT,N/A,N/A,100.00,75.00,75.00,N/A,N/A,N/A,N/A,N/A
DUNGENESS CRAB VESSEL PERMIT (R),N/A,N/A,N/A,N/A,N/A,200.00,200.00,200.00,200.00,200.00
DUNGENESS CRAB VESSEL PERMIT (NR),N/A,N/A,N/A,N/A,N/A,400.00,400.00,400.00,400.00,400.00
EXPERIMENTAL DRIFT GILL NET - SWORDFISH,250.00,330.00,250.00,330.00,330.00,N/A,N/A,N/A,N/A,N/A
FINFISH TRAP PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,110.00,110.00,110.00,110.00
GENERAL GILL/TRAMMEL NET PERMIT,$250&$10&$330,250.00 & 330.00,250.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00
HERRING GILL NET PERMIT(R),200.00,265.00,200.00,265.00,265.00,265.00,265.00,265.00,265.00,265.00
HERRING GILL NET PERMIT(NR),300.00,400.00,300.00,"1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00"
HERRING STAMP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.00,100.00,100.00
HERRING ROUND HAUL PERMIT (R),300.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,N/A,N/A
HERRING ROUND HAUL PERMIT (NR),500.00,660.00,500.00,660.00,660.00,660.00,660.00,660.00,N/A,N/A
LOBSTER PERMIT,265.00,200.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOBSTER OPERATOR PERMIT,$200.00&$265.00,265.00,200.00,265.00,265.00,265.00,265.00,265.00,265.00,265.00
NEARSHORE FISHERY PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.00
PINK SHRIMP TRAWL PERMIT,25.00,25.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PINK SHRIMP (INDIVIDUAL),N/A,N/A,N/A,N/A,285.00,285.00,285.00,285.00,285.00,285.00
PINK SHRIMP (VESSEL),N/A,N/A,N/A,N/A,285.00,285.00,285.00,285.00,285.00,285.00
SALMON VESSEL PERMIT,30.00,30.00,31.50,30.00,30.00,30.00,30.00,30.00,30.00,30.00
SEA CUCUMBER,N/A,N/A,250.00,250.00,250.00,250.00,250.00,N/A,N/A,N/A
SEA CUCUMBER DIVING PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,250.00,250.00,250.00
SEA CUCUMBER TRAWL PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,250.00,250.00,250.00
SEA URCHIN DIVING PERMIT,250.00,250.00 & 330.00,250.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00
Late Fees,,,,,,,,,,
LIMITED ENTRY LATE FEE,N/A,N/A,N/A,50.00,50.00,50.00,50.00,50.00,50.00,50.00
MARKET SQUID/LIGHT VESSEL LATE FEE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,250.00,250.00
Nonrestrictive Permits,,,,,,,,,,
ABALONE CREW MEMBER PERMIT,N/A,N/A,N/A,33.00,33.00,33.00,33.00,33.00,N/A,N/A
ANCHOVY TAKE PERMIT,N/A,N/A,31.50,30.00,30.00,30.00,30.00,30.00,30.00,30.00
BAY SHRIMP PERMIT,N/A,N/A,31.50,30.00,30.00,30.00,30.00,30.00,30.00,30.00
CRAYFISH PERMIT,N/A,N/A,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
FISH LANDED OUTSIDE CALIFORNIA PERMIT,N/A,N/A,N/A,N/A,15.00,15.00,15.00,15.00,15.00,15.00
GENERAL GILLNET CREWMEMBER,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
GHOST SHRIMP PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,30.00,30.00,30.00,30.00
HAGFISH PERMIT,N/A,N/A,250.00,250.00,250.00,N/A,N/A,N/A,N/A,N/A
MRP GILL/TRAMMEL PERMIT,N/A,N/A,500.00,"1,000.00",N/A,N/A,N/A,N/A,N/A,N/A
MRP STAMP,N/A,N/A,3.00,3.00,N/A,N/A,N/A,N/A,N/A,N/A
INLAND/FRESHWATER FISH PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.00,30.00,30.00
KELP HARVESTER LICENSE,50.00,65.00,50.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
LOBSTER CREWMEMBER PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,265.00,125.00,125.00,125.00
MARINE AQUARIA COLLECTOR PERMIT,N/A,N/A,N/A,330.00,330.00,330.00,330.00,330.00,330.00,330.00
PACIFIC MACKEREL,N/A,N/A,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
SARDINE,N/A,N/A,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
SARDINE LIVE BAIT,N/A,N/A,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
SEA URCHIN APPRENTICE PERMIT,250.00,330.00,250.00,330.00,330.00,N/A,N/A,N/A,N/A,N/A
SEA URCHIN CREWMEMBER PERMIT,N/A,N/A,N/A,N/A,30.00,30.00,30.00,30.00,30.00,30.00
SHRIMP/PRAWN TRAWL PERMIT,N/A,N/A,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
SPOT & RIDGEBACK PRAWN PERMIT,25.00,25.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
SWORDFISH PERMIT,250.00,330.00,250.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00
TIDAL INVERTEBRATE PERMIT,N/A,N/A,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
TRAP PERMIT,$25.00&$35.00,25.00 & 31.50,31.50,35.00,35.00,35.00,35.00,35.00,35.00,35.00
Permit Transfers,,,,,,,,,,
ABALONE DIVING PERMIT,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
DUNGENESS CRAB PERMIT,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
DRIFT GILL NET SHARK/SWORDFISH PERMIT,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
DRIFT GILL NET (VESSEL),Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
GENERAL GILL/TRAMMEL NET PERMIT,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
HERRING,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
MARKET SQUID LIGHT BOAT OWNER'S PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,500.00","2,500.00"
MARKET SQUID VESSEL PERMIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,500.00","2,500.00"
SALMON VESSEL PERMIT,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
SEA CUCUMBER,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.,Not Avail.
