Licenses,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Fallow Deer Farming Permit Application Fee,$54.25,$56.00,$     57.50,-,-,-,-,-,-,-
Fallow Deer Farming Permit Inspection Fee,$84.50,$84.50,$     84.50,-,-,-,-,-,-,-
Fully Protected Species Permit,$64.50,$66.50,$     68.25,-,-,-,-,-,-,-
Fur Agent License,$96.50,$99.50,$   102.25,-,-,-,-,-,-,-
Fur Dealer License,$192.75,$198.75,$   204.25,-,-,-,-,-,-,-
Game Bird Club Seals (100 Per Book),$5.00,$5.00,$       5.00,-,-,-,-,-,-,-
Guide License (R),$227.75,$234.75,$   241.25,-,-,-,-,-,-,-
Guide License (NR),$531.50,$547.75,$   562.75,-,-,-,-,-,-,-
Lands Pass - 1-Day,$4.25,$4.50,$       4.50,-,-,-,-,-,-,-
Lands Pass – Annual,$24.50,$25.25,$     26.00,-,-,-,-,-,-,-
Licensed Guide Employee Registration,$49.75,$51.25,$     52.75,-,-,-,-,-,-,-
"Licensed Game Bird Club, Zone A - 500 acres or less",$403.00,$415.25,$   426.50,-,-,-,-,-,-,-
Licensed Game Bird Club Zone A - over 500 acres,$537.75,$554.25,$   569.50,-,-,-,-,-,-,-
Licensed Game Bird Club Zone B - 500 acres or less,$403.00,$415.25,$   426.50,-,-,-,-,-,-,-
Licensed Game Bird Club Zone B - over 500 acres,$537.75,$554.25,$   569.50,-,-,-,-,-,-,-
Licensed Domesticated Migratory Game Bird Shooting Area,$220.50,$227.25,$   233.50,-,-,-,-,-,-,-
Native Reptile Captive Propagation Permit,$64.50,$66.50,$     68.25,-,-,-,-,-,-,-
Native Reptile & Amphibian Permit (Take by Biological Supply House),$106.75,$110.00,$   113.00,-,-,-,-,-,-,-
"Restricted Species Permit Animal Care, Detrimental",$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
"Restricted Species Permit Animal Care, Welfare",$61.25,$63.00,$     64.75,-,-,-,-,-,-,-
Restricted Species Permit Application Fee (Amended or Renewal),$61.75,$63.75,$     65.50,-,-,-,-,-,-,-
Restricted Species Permit Application Fee (New),$119.50,$123.25,$   126.50,-,-,-,-,-,-,-
Restricted Species Permit Aquaculture,$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
"Restricted Species Permit AZA, Detrimental",$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Breeding,$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Broker/Dealer (R),$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Broker/Dealer (NR),"$ 1,019.75","$ 1,050.75","$1,079.50",-,-,-,-,-,-,-
Restricted Species Permit ELE & MOU Fee,$484.00,$498.50,$   512.00,-,-,-,-,-,-,-
Restricted Species Permit ELE & MOU Renewal,$58.00,$59.75,$     61.50,,,,,,,
Restricted Species Permit Exhibiting (R),$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Exhibiting (NR),"$ 1,019.75","$ 1,050.75","$1,079.50",-,-,-,-,-,-,-
Restricted Species Permit Fish,$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Inspection Fee (Aquaculture & Fish),"$ 1,674.25","$ 1,725.25","$1,772.25",-,-,-,-,-,-,-
Restricted Species Permit Inspection Fee (1-5 Enclosures),$246.50,$254.00,$   261.00,-,-,-,-,-,-,-
Restricted Species Permit Inspection Fee (6-25 Enclosures),$348.50,$359.25,$   369.00,-,-,-,-,-,-,-
Restricted Species Permit Inspection Fee (26-50 Enclosures),$571.50,$589.00,$   605.00,-,-,-,-,-,-,-
Restricted Species Permit Inspection Fee (51-100 Enclosures),$901.50,$929.00,$   954.25,-,-,-,-,-,-,-
Restricted Species Permit Inspection Fee (101+ Enclosures),"$ 3,342.75","$ 3,444.75","$3,538.75",-,-,-,-,-,-,-
Restricted Species Permit Native Species Exhibiting,$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Nuisance Bird Abatement (R),$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Nuisance Bird Abatement (NR),"$ 1,019.75","$ 1,050.75","$1,079.50",-,-,-,-,-,-,-
"Restricted Species Permit Research, Detrimental",$510.00,$525.50,$   539.75,-,-,-,-,-,-,-
Restricted Species Permit Shelter,$61.25,$63.00,$     64.75,-,-,-,-,-,-,-
Restricted Species Permit Single Event Breeding,$61.25,$63.00,$     64.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Application Fee Inland Fisheries,$47.25,$48.75,$     50.00,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Application Fee Inland Fisheries (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Application Fee Marine,47.25,48.75,50.00,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Application Fee Marine (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Application Fee Terrestrial Wildlife,47.25,48.75,50.00,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Application Fee Terrestrial Wildlife (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit Specific Use Application Fee,75.75,78.00,80.25,-,-,-,-,-,-,-
Scientific Collecting Permit Specific Use Application Fee (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Amendment Fee Inland Fisheries,64.50,66.50,68.25,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Amendment Fee Inland Fisheries (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Amendment Fee Marine,64.50,66.50,68.25,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Amendment Fee Marine (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Amendment Fee Terrestrial Wildlife,64.50,66.50,68.25,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Amendment Fee Terrestrial Wildlife (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit Specific Use Amendment Fee,94.25,97.00,99.75,-,-,-,-,-,-,-
Scientific Collecting Permit Specific Use Amendment Fee (Student),26.25,27.00,27.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Inland Fisheries,195.50,201.50,207.00,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Inland Fisheries (Student),52.75,54.25,55.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Marine,195.50,201.50,207.00,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Marine (Student),52.75,54.25,55.75,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Terrestrial Wildlife,195.50,201.50,207.00,-,-,-,-,-,-,-
Scientific Collecting Permit General Use Terrestrial Wildlife (Student),52.75,54.25,55.75,-,-,-,-,-,-,-
Scientific Collecting Permit Specific Use,284.00,284.00,300.75,-,-,-,-,-,-,-
Scientific Collecting Permit Specific Use (Student),52.75,54.25,55.75,-,-,-,-,-,-,-
Trapping License (Junior) (Pest Control Only),41.50,42.75,44.00,-,-,-,-,-,-,-
Trapping License (R) (Pest Control Only),123.75,127.50,131.00,-,-,-,-,-,-,-
Trapping License (NR) (Pest Control Only),620.75,639.75,657.25,-,-,-,-,-,-,-
Warden Stamp,5.00,5.00,5.00,-,-,-,-,-,-,-
