"year","filename","species","county","month","landings_lb","landings_kg","value_usd"
2005,"63 (3).pdf","Crayfish","Clatsop","July",76,34.473024527185,NA
2005,"63 (3).pdf","Crayfish","Clatsop","June",72,32.6586548152279,NA
2005,"63 (3).pdf","Crayfish","Clatsop","March",0,0,NA
2005,"63 (3).pdf","Crayfish","Clatsop","May",0,0,NA
2005,"63 (3).pdf","Crayfish","Clatsop","November",0,0,NA
2005,"63 (3).pdf","Crayfish","Clatsop","October",81,36.7409866671314,NA
2005,"63 (3).pdf","Crayfish","Clatsop","September",92,41.7305033750134,NA
2005,"63 (3).pdf","Crayfish","Columbia","April",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","August",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","December",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","February",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","January",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","July",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","June",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","March",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","May",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","November",0,0,NA
2005,"63 (3).pdf","Crayfish","Columbia","October",2691,1220.61722371914,NA
2005,"63 (3).pdf","Crayfish","Columbia","September",4356,1975.84861632129,NA
2005,"63 (3).pdf","Crayfish","Jefferson","April",2028,919.885443962252,NA
2005,"63 (3).pdf","Crayfish","Jefferson","August",9107,4130.86624169834,NA
2005,"63 (3).pdf","Crayfish","Jefferson","December",0,0,NA
2005,"63 (3).pdf","Crayfish","Jefferson","February",0,0,NA
2005,"63 (3).pdf","Crayfish","Jefferson","January",0,0,NA
2005,"63 (3).pdf","Crayfish","Jefferson","July",5894,2673.47377056879,NA
2005,"63 (3).pdf","Crayfish","Jefferson","June",5522,2504.73738735678,NA
2005,"63 (3).pdf","Crayfish","Jefferson","March",0,0,NA
2005,"63 (3).pdf","Crayfish","Jefferson","May",4240,1923.23189467453,NA
2005,"63 (3).pdf","Crayfish","Jefferson","November",0,0,NA
2005,"63 (3).pdf","Crayfish","Jefferson","October",2620,1188.4121613319,NA
2005,"63 (3).pdf","Crayfish","Jefferson","September",5405,2451.66707328204,NA
2005,"63 (3).pdf","Crayfish","Tillamook","April",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","August",15,6.80388641983915,NA
2005,"63 (3).pdf","Crayfish","Tillamook","December",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","February",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","January",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","July",129,58.5134232106166,NA
2005,"63 (3).pdf","Crayfish","Tillamook","June",83,37.6481715231099,NA
2005,"63 (3).pdf","Crayfish","Tillamook","March",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","May",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","November",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","October",0,0,NA
2005,"63 (3).pdf","Crayfish","Tillamook","September",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","April",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","August",1964,890.855528570939,NA
2005,"63 (3).pdf","Crayfish","Washington","December",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","February",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","January",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","July",1684,763.849648733941,NA
2005,"63 (3).pdf","Crayfish","Washington","June",3090,1401.60060248686,NA
2005,"63 (3).pdf","Crayfish","Washington","March",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","May",438,198.673483459303,NA
2005,"63 (3).pdf","Crayfish","Washington","November",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","October",0,0,NA
2005,"63 (3).pdf","Crayfish","Washington","September",2937,1332.2009610045,NA
2005,"63 (3).pdf","Crayfish","Yamhill","April",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","August",2020,916.256704538338,NA
2005,"63 (3).pdf","Crayfish","Yamhill","December",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","February",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","January",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","July",1656,751.149060750242,NA
2005,"63 (3).pdf","Crayfish","Yamhill","June",265,120.201993417158,NA
2005,"63 (3).pdf","Crayfish","Yamhill","March",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","May",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","November",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","October",0,0,NA
2005,"63 (3).pdf","Crayfish","Yamhill","September",2111,957.533615485362,NA
2006,"63 (2).pdf","Brine shrimp","Lake","April",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","August",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","December",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","February",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","January",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","July",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","June",9300,4218.40958030027,NA
2006,"63 (2).pdf","Brine shrimp","Lake","March",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","May",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","November",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","October",0,0,NA
2006,"63 (2).pdf","Brine shrimp","Lake","September",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","April",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","August",1533,695.357192107561,NA
2006,"63 (2).pdf","Crayfish","Clackamas","December",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","February",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","January",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","July",1640,743.891581902413,NA
2006,"63 (2).pdf","Crayfish","Clackamas","June",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","March",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","May",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","November",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","October",0,0,NA
2006,"63 (2).pdf","Crayfish","Clackamas","September",1167,529.342363463486,NA
2006,"63 (2).pdf","Crayfish","Clatsop","April",0,0,NA
2006,"63 (2).pdf","Crayfish","Clatsop","August",1605,728.015846922789,NA
2006,"63 (2).pdf","Crayfish","Clatsop","December",0,0,NA
2006,"63 (2).pdf","Crayfish","Clatsop","February",0,0,NA
2006,"63 (2).pdf","Crayfish","Clatsop","January",0,0,NA
2006,"63 (2).pdf","Crayfish","Clatsop","July",22,9.97903341576408,NA
2006,"63 (2).pdf","Crayfish","Clatsop","June",31,14.0613652676676,NA
2006,"63 (2).pdf","Crayfish","Clatsop","March",0,0,NA
2006,"63 (2).pdf","Crayfish","Clatsop","May",0,0,NA
2006,"63 (2).pdf","Crayfish","Clatsop","November",0,0,NA
2006,"63 (2).pdf","Crayfish","Clatsop","October",2832,1284.57375606563,NA
2006,"63 (2).pdf","Crayfish","Clatsop","September",7755,3517.60927905684,NA
2006,"63 (2).pdf","Crayfish","Columbia","April",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","August",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","December",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","February",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","January",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","July",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","June",484,219.53873514681,NA
2006,"63 (2).pdf","Crayfish","Columbia","March",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","May",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","November",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","October",0,0,NA
2006,"63 (2).pdf","Crayfish","Columbia","September",100,45.3592427989276,NA
2006,"63 (2).pdf","Crayfish","Jefferson","April",1026,465.385831116998,NA
2006,"63 (2).pdf","Crayfish","Jefferson","August",12030,5456.716908711,NA
2006,"63 (2).pdf","Crayfish","Jefferson","December",0,0,NA
2006,"63 (2).pdf","Crayfish","Jefferson","February",0,0,NA
2006,"63 (2).pdf","Crayfish","Jefferson","January",0,0,NA
2006,"63 (2).pdf","Crayfish","Jefferson","July",11026,5001.31011100976,NA
2006,"63 (2).pdf","Crayfish","Jefferson","June",7220,3274.93733008258,NA
2006,"63 (2).pdf","Crayfish","Jefferson","March",0,0,NA
2006,"63 (2).pdf","Crayfish","Jefferson","May",4860,2204.45920002788,NA
2006,"63 (2).pdf","Crayfish","Jefferson","November",0,0,NA
2006,"63 (2).pdf","Crayfish","Jefferson","October",1886,855.475319187775,NA
2006,"63 (2).pdf","Crayfish","Jefferson","September",6217,2819.98412480933,NA
2006,"63 (2).pdf","Crayfish","Multnomah","April",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","August",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","December",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","February",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","January",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","July",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","June",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","March",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","May",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","November",0,0,NA
2006,"63 (2).pdf","Crayfish","Multnomah","October",2381,1080.00357104247,NA
2006,"63 (2).pdf","Crayfish","Multnomah","September",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","April",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","August",1772,803.765782396998,NA
2006,"63 (2).pdf","Crayfish","Washington","December",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","February",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","January",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","July",3994,1811.64815738917,NA
2006,"63 (2).pdf","Crayfish","Washington","June",5150,2336.00100414477,NA
2006,"63 (2).pdf","Crayfish","Washington","March",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","May",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","November",0,0,NA
2006,"63 (2).pdf","Crayfish","Washington","October",1043,473.096902392815,NA
2006,"63 (2).pdf","Crayfish","Washington","September",3409,1546.29658701544,NA
2006,"63 (2).pdf","Crayfish","Yamhill","April",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","August",2056,932.586031945952,NA
2006,"63 (2).pdf","Crayfish","Yamhill","December",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","February",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","January",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","July",3909,1773.09280101008,NA
2006,"63 (2).pdf","Crayfish","Yamhill","June",1543,699.893116387453,NA
2006,"63 (2).pdf","Crayfish","Yamhill","March",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","May",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","November",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","October",0,0,NA
2006,"63 (2).pdf","Crayfish","Yamhill","September",670,303.906926752815,NA
2007,"63 (1).pdf","Brine shrimp","Lake","April",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","August",1000,453.592427989276,NA
2007,"63 (1).pdf","Brine shrimp","Lake","December",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","February",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","January",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","July",9700,4399.84655149598,NA
2007,"63 (1).pdf","Brine shrimp","Lake","June",9500,4309.12806589812,NA
2007,"63 (1).pdf","Brine shrimp","Lake","March",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","May",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","November",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","October",0,0,NA
2007,"63 (1).pdf","Brine shrimp","Lake","September",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","April",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","August",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","December",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","February",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","January",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","July",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","June",601,272.609049221555,NA
2007,"63 (1).pdf","Crayfish","Clackamas","March",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","May",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","November",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","October",0,0,NA
2007,"63 (1).pdf","Crayfish","Clackamas","September",0,0,NA
2007,"63 (1).pdf","Crayfish","Clatsop","April",564,255.826129385952,NA
2007,"63 (1).pdf","Crayfish","Clatsop","August",1503,681.749419267882,NA
2007,"63 (1).pdf","Crayfish","Clatsop","December",0,0,NA
2007,"63 (1).pdf","Crayfish","Clatsop","February",0,0,NA
2007,"63 (1).pdf","Crayfish","Clatsop","January",0,0,NA
2007,"63 (1).pdf","Crayfish","Clatsop","July",1466,664.966499432279,NA
2007,"63 (1).pdf","Crayfish","Clatsop","June",2379,1079.09638618649,NA
2007,"63 (1).pdf","Crayfish","Clatsop","March",0,0,NA
2007,"63 (1).pdf","Crayfish","Clatsop","May",639,289.845561485148,NA
2007,"63 (1).pdf","Crayfish","Clatsop","November",0,0,NA
2007,"63 (1).pdf","Crayfish","Clatsop","October",6482,2940.18611822649,NA
2007,"63 (1).pdf","Crayfish","Clatsop","September",2441,1107.21911672182,NA
2007,"63 (1).pdf","Crayfish","Jefferson","April",700,317.514699592493,NA
2007,"63 (1).pdf","Crayfish","Jefferson","August",3810,1728.18715063914,NA
2007,"63 (1).pdf","Crayfish","Jefferson","December",0,0,NA
2007,"63 (1).pdf","Crayfish","Jefferson","February",0,0,NA
2007,"63 (1).pdf","Crayfish","Jefferson","January",0,0,NA
2007,"63 (1).pdf","Crayfish","Jefferson","July",4861,2204.91279245587,NA
2007,"63 (1).pdf","Crayfish","Jefferson","June",3197,1450.13499228172,NA
2007,"63 (1).pdf","Crayfish","Jefferson","March",0,0,NA
2007,"63 (1).pdf","Crayfish","Jefferson","May",2894,1312.69648660097,NA
2007,"63 (1).pdf","Crayfish","Jefferson","November",0,0,NA
2007,"63 (1).pdf","Crayfish","Jefferson","October",1691,767.024795729866,NA
2007,"63 (1).pdf","Crayfish","Jefferson","September",5395,2447.13114900215,NA
2007,"63 (1).pdf","Crayfish","Washington","April",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","August",1482,672.223978280108,NA
2007,"63 (1).pdf","Crayfish","Washington","December",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","February",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","January",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","July",1862,844.589100916033,NA
2007,"63 (1).pdf","Crayfish","Washington","June",2989,1355.78776725995,NA
2007,"63 (1).pdf","Crayfish","Washington","March",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","May",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","November",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","October",0,0,NA
2007,"63 (1).pdf","Crayfish","Washington","September",2523,1144.41369581694,NA
2007,"63 (1).pdf","Crayfish","Yamhill","April",0,0,NA
2007,"63 (1).pdf","Crayfish","Yamhill","August",3829,1736.80540677094,NA
2007,"63 (1).pdf","Crayfish","Yamhill","December",0,0,NA
2007,"63 (1).pdf","Crayfish","Yamhill","February",0,0,NA
2007,"63 (1).pdf","Crayfish","Yamhill","January",0,0,NA
2007,"63 (1).pdf","Crayfish","Yamhill","July",6915,3136.59163954585,NA
2007,"63 (1).pdf","Crayfish","Yamhill","June",1437,651.81231902059,NA
2007,"63 (1).pdf","Crayfish","Yamhill","March",0,0,NA
2007,"63 (1).pdf","Crayfish","Yamhill","May",0,0,NA
2007,"63 (1).pdf","Crayfish","Yamhill","November",0,0,NA
2007,"63 (1).pdf","Crayfish","Yamhill","October",624,283.041675065308,NA
2007,"63 (1).pdf","Crayfish","Yamhill","September",5633,2555.08614686359,NA
2008,"63.pdf","Brine shrimp","Lake","April",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","August",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","December",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","February",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","January",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","July",13900,6304.93474905094,NA
2008,"63.pdf","Brine shrimp","Lake","June",8000,3628.73942391421,NA
2008,"63.pdf","Brine shrimp","Lake","March",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","May",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","November",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","October",0,0,NA
2008,"63.pdf","Brine shrimp","Lake","September",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","April",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","August",440,199.580668315282,NA
2008,"63.pdf","Crayfish","Clackamas","December",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","February",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","January",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","July",440,199.580668315282,NA
2008,"63.pdf","Crayfish","Clackamas","June",210,95.254409877748,NA
2008,"63.pdf","Crayfish","Clackamas","March",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","May",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","November",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","October",0,0,NA
2008,"63.pdf","Crayfish","Clackamas","September",300,136.077728396783,NA
2008,"63.pdf","Crayfish","Clatsop","April",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","August",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","December",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","February",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","January",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","July",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","June",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","March",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","May",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","November",0,0,NA
2008,"63.pdf","Crayfish","Clatsop","October",3959,1795.77242240955,NA
2008,"63.pdf","Crayfish","Clatsop","September",7732,3507.17665321308,NA
2008,"63.pdf","Crayfish","Columbia","April",0,0,NA
2008,"63.pdf","Crayfish","Columbia","August",271,122.923547985094,NA
2008,"63.pdf","Crayfish","Columbia","December",0,0,NA
2008,"63.pdf","Crayfish","Columbia","February",0,0,NA
2008,"63.pdf","Crayfish","Columbia","January",0,0,NA
2008,"63.pdf","Crayfish","Columbia","July",197,89.3577083138874,NA
2008,"63.pdf","Crayfish","Columbia","June",122,55.3382762146917,NA
2008,"63.pdf","Crayfish","Columbia","March",0,0,NA
2008,"63.pdf","Crayfish","Columbia","May",42,19.0508819755496,NA
2008,"63.pdf","Crayfish","Columbia","November",0,0,NA
2008,"63.pdf","Crayfish","Columbia","October",137,62.1421626345309,NA
2008,"63.pdf","Crayfish","Columbia","September",34,15.4221425516354,NA
2008,"63.pdf","Crayfish","Jefferson","April",2394,1085.90027260633,NA
2008,"63.pdf","Crayfish","Jefferson","August",5128,2326.02197072901,NA
2008,"63.pdf","Crayfish","Jefferson","December",0,0,NA
2008,"63.pdf","Crayfish","Jefferson","February",0,0,NA
2008,"63.pdf","Crayfish","Jefferson","January",0,0,NA
2008,"63.pdf","Crayfish","Jefferson","July",7618,3455.46711642231,NA
2008,"63.pdf","Crayfish","Jefferson","June",3713,1684.18868512418,NA
2008,"63.pdf","Crayfish","Jefferson","March",0,0,NA
2008,"63.pdf","Crayfish","Jefferson","May",4411,2000.7961998607,NA
2008,"63.pdf","Crayfish","Jefferson","November",0,0,NA
2008,"63.pdf","Crayfish","Jefferson","October",2676,1213.8133372993,NA
